rank,score,feature_jaccard,best_view,id1,cat1,id2,cat2,planted,held_out
886,0.1073,0.0909,core-core,1402.1384,cs.IT,1712.01032,physics.class-ph,,False
887,0.1073,0.0909,core-core,1402.1384,cs.IT,2401.00670,eess.SY,,False
888,0.1073,0.0909,core-skel,1709.01726,physics.soc-ph,2008.00245,cond-mat.stat-mech,,False
889,0.1073,0.0909,core-skel,2202.04557,cs.NE,2308.15326,physics.soc-ph,,False
890,0.1073,0.0909,core-core,2208.02457,q-bio.PE,2402.13378,econ.TH,,False
891,0.1050,0.0000,skel-skel,1602.05417,physics.class-ph,2401.00657,math.OC,,False
892,0.1008,0.0833,core-core,1402.1384,cs.IT,2007.02182,quant-ph,,False
893,0.1008,0.0833,skel-core,2008.00245,cond-mat.stat-mech,2208.02457,q-bio.PE,,False
894,0.1008,0.0833,core-core,2008.00245,cond-mat.stat-mech,2306.13252,physics.flu-dyn,,False
895,0.1008,0.0833,core-skel,2208.02457,q-bio.PE,2401.00948,cond-mat.stat-mech,,False
896,0.1008,0.0833,core-core,2308.15326,physics.soc-ph,2401.01850,nlin.AO,,False
897,0.0954,0.0769,core-core,1709.01726,physics.soc-ph,2401.00948,cond-mat.stat-mech,,False
898,0.0954,0.0769,core-core,2308.15326,physics.soc-ph,2401.03776,q-fin.PR,,False
899,0.0900,0.0000,core-core,1008.3331,cond-mat.stat-mech,1511.02314,nlin.PS,,False
900,0.0900,0.0000,core-core,1406.2405,q-bio.PE,1501.04037,cond-mat.supr-con,,False
901,0.0900,0.0000,core-core,1406.2405,q-bio.PE,1511.02314,nlin.PS,,False
902,0.0900,0.0000,core-core,1406.2405,q-bio.PE,2306.13252,physics.flu-dyn,,False
903,0.0900,0.0000,skel-core,1406.2405,q-bio.PE,2308.15326,physics.soc-ph,,False
904,0.0900,0.0000,skel-core,1506.01137,q-bio.PE,2308.15326,physics.soc-ph,,False
905,0.0900,0.0000,core-core,1511.02314,nlin.PS,2311.15996,cs.LG,,False
906,0.0900,0.0000,core-core,1511.02314,nlin.PS,2401.00671,math.PR,,False
907,0.0900,0.0000,core-core,1511.02314,nlin.PS,2401.00822,cond-mat.stat-mech,,False
908,0.0900,0.0000,core-skel,1511.02314,nlin.PS,2401.03776,q-fin.PR,,False
909,0.0900,0.0000,core-core,1511.02314,nlin.PS,2401.09955,q-fin.PR,,False
910,0.0900,0.0000,core-skel,1602.05417,physics.class-ph,2401.03776,q-fin.PR,,False
911,0.0900,0.0000,core-skel,1712.01032,physics.class-ph,2401.03776,q-fin.PR,,False
912,0.0900,0.0000,skel-core,2004.01025,cs.LG,2308.15326,physics.soc-ph,,False
913,0.0900,0.0000,core-core,2004.09314,q-bio.PE,2308.15326,physics.soc-ph,,False
914,0.0900,0.0000,skel-skel,2012.11533,eess.SY,2401.03776,q-fin.PR,,False
915,0.0900,0.0000,core-core,2306.13252,physics.flu-dyn,2401.00822,cond-mat.stat-mech,,False
916,0.0900,0.0000,core-core,2306.13252,physics.flu-dyn,2401.09955,q-fin.PR,,False
917,0.0900,0.0000,core-skel,2308.15326,physics.soc-ph,2311.15996,cs.LG,,False
918,0.0900,0.0000,core-skel,2308.15326,physics.soc-ph,2401.01632,q-bio.PE,,False
919,0.0900,0.0000,skel-skel,2401.00621,math.AP,2401.03776,q-fin.PR,,False
920,0.0900,0.0000,skel-core,2401.00621,math.AP,2401.09955,q-fin.PR,,False
921,0.0900,0.0000,skel-skel,2401.00623,math.AP,2401.03776,q-fin.PR,,False
922,0.0900,0.0000,skel-core,2401.00623,math.AP,2401.09955,q-fin.PR,,False
923,0.0750,0.0000,core-core,1403.3103,math.AP,1612.08949,physics.soc-ph,,False
924,0.0750,0.0000,core-core,1403.3103,math.AP,2008.00245,cond-mat.stat-mech,,False
925,0.0750,0.0000,core-core,1403.3103,math.AP,2202.04557,cs.NE,,False
926,0.0750,0.0000,core-core,1403.3103,math.AP,2401.03776,q-fin.PR,,False
927,0.0750,0.0000,skel-core,1602.05417,physics.class-ph,2401.00661,eess.SY,,False
928,0.0750,0.0000,skel-core,1602.05417,physics.class-ph,2401.00839,econ.TH,,False
929,0.0750,0.0000,skel-core,1602.05417,physics.class-ph,2401.00940,econ.TH,,False
930,0.0750,0.0000,skel-core,1607.07287,cond-mat.stat-mech,1612.08949,physics.soc-ph,,False
931,0.0750,0.0000,core-skel,1612.08949,physics.soc-ph,2401.00688,cs.SI,,False
932,0.0750,0.0000,core-core,1702.01718,math.AP,2401.00839,econ.TH,,False
933,0.0750,0.0000,core-core,1702.01718,math.AP,2401.00940,econ.TH,,False
934,0.0750,0.0000,core-core,1712.01032,physics.class-ph,2401.00661,eess.SY,,False
935,0.0750,0.0000,core-core,1712.01032,physics.class-ph,2401.00839,econ.TH,,False
936,0.0750,0.0000,core-core,1712.01032,physics.class-ph,2401.00940,econ.TH,,False
937,0.0750,0.0000,core-core,2004.09314,q-bio.PE,2401.00839,econ.TH,,False
938,0.0750,0.0000,core-core,2004.09314,q-bio.PE,2401.00940,econ.TH,,False
939,0.0750,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.00622,cs.LG,,False
940,0.0750,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.00651,cs.SI,,False
941,0.0750,0.0000,core-skel,2008.00245,cond-mat.stat-mech,2401.00661,eess.SY,,False
942,0.0750,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.00664,math.OC,,False
943,0.0750,0.0000,core-skel,2008.00245,cond-mat.stat-mech,2401.00839,econ.TH,,False
944,0.0750,0.0000,core-skel,2008.00245,cond-mat.stat-mech,2401.00940,econ.TH,,False
945,0.0750,0.0000,core-core,2008.00245,cond-mat.stat-mech,2402.13378,econ.TH,,False
946,0.0750,0.0000,core-core,2012.11533,eess.SY,2401.00622,cs.LG,,False
947,0.0750,0.0000,skel-core,2311.15996,cs.LG,2401.00839,econ.TH,,False
948,0.0750,0.0000,skel-core,2311.15996,cs.LG,2401.00940,econ.TH,,False
949,0.0750,0.0000,core-core,2401.00622,cs.LG,2401.00640,math.PR,,False
950,0.0750,0.0000,core-skel,2401.00640,math.PR,2401.00661,eess.SY,,False
951,0.0750,0.0000,core-skel,2401.00640,math.PR,2401.00839,econ.TH,,False
952,0.0750,0.0000,core-skel,2401.00640,math.PR,2401.00940,econ.TH,,False
953,0.0750,0.0000,core-core,2401.00640,math.PR,2402.13378,econ.TH,,False
954,0.0750,0.0000,core-core,2401.00664,math.OC,2401.03776,q-fin.PR,,False
955,0.0750,0.0000,core-core,2401.00670,eess.SY,2401.00839,econ.TH,,False
956,0.0750,0.0000,skel-core,2401.00671,math.PR,2401.00940,econ.TH,,False
957,0.0750,0.0000,skel-core,2401.00839,econ.TH,2401.03776,q-fin.PR,,False
958,0.0750,0.0000,skel-core,2401.00940,econ.TH,2401.03776,q-fin.PR,,False
959,0.0750,0.0000,core-core,2401.03776,q-fin.PR,2402.13378,econ.TH,,False
960,0.0600,0.0000,core-core,1402.3007,math-ph,2308.15326,physics.soc-ph,,False
961,0.0600,0.0000,core-core,1504.03074,q-fin.PR,2308.15326,physics.soc-ph,,False
962,0.0600,0.0000,core-core,1807.11410,nlin.AO,2306.13252,physics.flu-dyn,,False
963,0.0600,0.0000,core-skel,2308.15326,physics.soc-ph,2401.00621,math.AP,,False
964,0.0600,0.0000,core-skel,2308.15326,physics.soc-ph,2401.00623,math.AP,,False
965,0.0300,0.0000,core-core,1008.3331,cond-mat.stat-mech,1403.3103,math.AP,,False
966,0.0300,0.0000,core-core,1008.3331,cond-mat.stat-mech,2401.00622,cs.LG,,False
967,0.0300,0.0000,core-core,1008.3331,cond-mat.stat-mech,2401.00625,cs.LG,,False
968,0.0300,0.0000,core-core,1008.3331,cond-mat.stat-mech,2401.00688,cs.SI,,False
969,0.0300,0.0000,core-core,1008.3331,cond-mat.stat-mech,2401.00743,q-bio.PE,,False
970,0.0300,0.0000,core-core,1402.1384,cs.IT,1402.3007,math-ph,,False
971,0.0300,0.0000,core-core,1402.1384,cs.IT,1501.04037,cond-mat.supr-con,,False
972,0.0300,0.0000,core-core,1402.1384,cs.IT,1504.03074,q-fin.PR,,False
973,0.0300,0.0000,core-core,1402.1384,cs.IT,1511.02314,nlin.PS,,False
974,0.0300,0.0000,core-core,1402.1384,cs.IT,1602.05417,physics.class-ph,,False
975,0.0300,0.0000,core-core,1402.1384,cs.IT,1702.00718,q-bio.NC,,False
976,0.0300,0.0000,core-core,1402.1384,cs.IT,1702.01718,math.AP,,False
977,0.0300,0.0000,core-core,1402.1384,cs.IT,2004.09314,q-bio.PE,,False
978,0.0300,0.0000,core-core,1402.1384,cs.IT,2306.13252,physics.flu-dyn,,False
979,0.0300,0.0000,core-core,1402.1384,cs.IT,2308.15326,physics.soc-ph,,False
980,0.0300,0.0000,core-core,1402.1384,cs.IT,2401.01171,physics.soc-ph,,False
981,0.0300,0.0000,core-core,1402.1384,cs.IT,2401.01397,physics.soc-ph,,False
982,0.0300,0.0000,core-core,1402.1384,cs.IT,2401.09955,q-fin.PR,,False
983,0.0300,0.0000,core-core,1402.1384,cs.IT,2408.11953,physics.optics,,False
984,0.0300,0.0000,core-core,1402.3007,math-ph,1403.3103,math.AP,,False
985,0.0300,0.0000,core-core,1402.3007,math-ph,1607.07287,cond-mat.stat-mech,,False
986,0.0300,0.0000,core-core,1402.3007,math-ph,1712.01032,physics.class-ph,,False
987,0.0300,0.0000,core-core,1402.3007,math-ph,2008.00245,cond-mat.stat-mech,,False
988,0.0300,0.0000,core-core,1402.3007,math-ph,2012.11533,eess.SY,,False
989,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00622,cs.LG,,False
990,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00625,cs.LG,,False
991,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00640,math.PR,,False
992,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00651,cs.SI,,False
993,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00664,math.OC,,False
994,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00688,cs.SI,,False
995,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00743,q-bio.PE,,False
996,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00839,econ.TH,,False
997,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00940,econ.TH,,False
998,0.0300,0.0000,core-core,1402.3007,math-ph,2401.00948,cond-mat.stat-mech,,False
999,0.0300,0.0000,core-core,1402.3007,math-ph,2402.13378,econ.TH,,False
1000,0.0300,0.0000,core-core,1403.3103,math.AP,1406.2405,q-bio.PE,,False
1001,0.0300,0.0000,core-core,1403.3103,math.AP,1501.04037,cond-mat.supr-con,,False
1002,0.0300,0.0000,core-core,1403.3103,math.AP,1504.03074,q-fin.PR,,False
1003,0.0300,0.0000,core-core,1403.3103,math.AP,1506.01137,q-bio.PE,,False
1004,0.0300,0.0000,core-core,1403.3103,math.AP,1511.02314,nlin.PS,,False
1005,0.0300,0.0000,core-core,1403.3103,math.AP,1602.05417,physics.class-ph,,False
1006,0.0300,0.0000,core-core,1403.3103,math.AP,1702.00718,q-bio.NC,,False
1007,0.0300,0.0000,core-core,1403.3103,math.AP,1709.01726,physics.soc-ph,,False
1008,0.0300,0.0000,core-core,1403.3103,math.AP,1712.01032,physics.class-ph,,False
1009,0.0300,0.0000,core-core,1403.3103,math.AP,1807.11410,nlin.AO,,False
1010,0.0300,0.0000,core-core,1403.3103,math.AP,2004.09314,q-bio.PE,,False
1011,0.0300,0.0000,core-core,1403.3103,math.AP,2007.02182,quant-ph,,False
1012,0.0300,0.0000,core-core,1403.3103,math.AP,2203.16300,eess.SY,,False
1013,0.0300,0.0000,core-core,1403.3103,math.AP,2208.02457,q-bio.PE,,False
1014,0.0300,0.0000,core-core,1403.3103,math.AP,2306.13252,physics.flu-dyn,,False
1015,0.0300,0.0000,core-core,1403.3103,math.AP,2308.15326,physics.soc-ph,,False
1016,0.0300,0.0000,core-core,1403.3103,math.AP,2401.00625,cs.LG,,False
1017,0.0300,0.0000,core-core,1403.3103,math.AP,2401.00743,q-bio.PE,,False
1018,0.0300,0.0000,core-core,1403.3103,math.AP,2401.00822,cond-mat.stat-mech,,False
1019,0.0300,0.0000,core-core,1403.3103,math.AP,2401.01171,physics.soc-ph,,False
1020,0.0300,0.0000,core-core,1403.3103,math.AP,2401.01397,physics.soc-ph,,False
1021,0.0300,0.0000,core-core,1403.3103,math.AP,2401.01632,q-bio.PE,,False
1022,0.0300,0.0000,core-core,1403.3103,math.AP,2401.01850,nlin.AO,,False
1023,0.0300,0.0000,core-core,1403.3103,math.AP,2401.09955,q-fin.PR,,False
1024,0.0300,0.0000,core-core,1403.3103,math.AP,2408.11953,physics.optics,,False
1025,0.0300,0.0000,core-core,1403.3103,math.AP,2505.15526,q-fin.GN,,False
1026,0.0300,0.0000,core-core,1406.2405,q-bio.PE,2008.00245,cond-mat.stat-mech,,False
1027,0.0300,0.0000,core-core,1406.2405,q-bio.PE,2401.00640,math.PR,,False
1028,0.0300,0.0000,core-core,1406.2405,q-bio.PE,2401.00948,cond-mat.stat-mech,,False
1029,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,1506.01137,q-bio.PE,,False
1030,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2004.01025,cs.LG,,False
1031,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2012.11533,eess.SY,,False
1032,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2202.04557,cs.NE,,False
1033,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00622,cs.LG,,False
1034,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00625,cs.LG,,False
1035,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00651,cs.SI,,False
1036,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00657,math.OC,,False
1037,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00661,eess.SY,,False
1038,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00664,math.OC,,False
1039,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00688,cs.SI,,False
1040,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00839,econ.TH,,False
1041,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.00940,econ.TH,,False
1042,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.01171,physics.soc-ph,,False
1043,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2401.01850,nlin.AO,,False
1044,0.0300,0.0000,core-core,1501.04037,cond-mat.supr-con,2402.13378,econ.TH,,False
1045,0.0300,0.0000,core-core,1504.03074,q-fin.PR,1607.07287,cond-mat.stat-mech,,False
1046,0.0300,0.0000,core-core,1504.03074,q-fin.PR,1712.01032,physics.class-ph,,False
1047,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2008.00245,cond-mat.stat-mech,,False
1048,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2012.11533,eess.SY,,False
1049,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00622,cs.LG,,False
1050,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00625,cs.LG,,False
1051,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00640,math.PR,,False
1052,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00651,cs.SI,,False
1053,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00664,math.OC,,False
1054,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00688,cs.SI,,False
1055,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00743,q-bio.PE,,False
1056,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00839,econ.TH,,False
1057,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00940,econ.TH,,False
1058,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2401.00948,cond-mat.stat-mech,,False
1059,0.0300,0.0000,core-core,1504.03074,q-fin.PR,2402.13378,econ.TH,,False
1060,0.0300,0.0000,core-core,1506.01137,q-bio.PE,1511.02314,nlin.PS,,False
1061,0.0300,0.0000,core-core,1506.01137,q-bio.PE,1607.07287,cond-mat.stat-mech,,False
1062,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2008.00245,cond-mat.stat-mech,,False
1063,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2306.13252,physics.flu-dyn,,False
1064,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2401.00622,cs.LG,,False
1065,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2401.00625,cs.LG,,False
1066,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2401.00640,math.PR,,False
1067,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2401.00688,cs.SI,,False
1068,0.0300,0.0000,core-core,1506.01137,q-bio.PE,2401.00948,cond-mat.stat-mech,,False
1069,0.0300,0.0000,core-core,1511.02314,nlin.PS,1607.07287,cond-mat.stat-mech,,False
1070,0.0300,0.0000,core-core,1511.02314,nlin.PS,2004.01025,cs.LG,,False
1071,0.0300,0.0000,core-core,1511.02314,nlin.PS,2008.00245,cond-mat.stat-mech,,False
1072,0.0300,0.0000,core-core,1511.02314,nlin.PS,2202.04557,cs.NE,,False
1073,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00622,cs.LG,,False
1074,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00625,cs.LG,,False
1075,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00640,math.PR,,False
1076,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00657,math.OC,,False
1077,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00661,eess.SY,,False
1078,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00664,math.OC,,False
1079,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00670,eess.SY,,False
1080,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00839,econ.TH,,False
1081,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.00948,cond-mat.stat-mech,,False
1082,0.0300,0.0000,core-core,1511.02314,nlin.PS,2401.01171,physics.soc-ph,,False
1083,0.0300,0.0000,core-core,1511.02314,nlin.PS,2402.13378,econ.TH,,False
1084,0.0300,0.0000,core-core,1602.05417,physics.class-ph,1607.07287,cond-mat.stat-mech,,False
1085,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2008.00245,cond-mat.stat-mech,,False
1086,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00622,cs.LG,,False
1087,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00625,cs.LG,,False
1088,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00640,math.PR,,False
1089,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00651,cs.SI,,False
1090,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00664,math.OC,,False
1091,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00688,cs.SI,,False
1092,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00743,q-bio.PE,,False
1093,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2401.00948,cond-mat.stat-mech,,False
1094,0.0300,0.0000,core-core,1602.05417,physics.class-ph,2402.13378,econ.TH,,False
1095,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,1702.00718,q-bio.NC,,False
1096,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,1702.01718,math.AP,,False
1097,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,1709.01726,physics.soc-ph,,False
1098,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,1712.01032,physics.class-ph,,False
1099,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,1807.11410,nlin.AO,,False
1100,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2004.09314,q-bio.PE,,False
1101,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2007.02182,quant-ph,,False
1102,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2203.16300,eess.SY,,False
1103,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2208.02457,q-bio.PE,,False
1104,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2306.13252,physics.flu-dyn,,False
1105,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2308.15326,physics.soc-ph,,False
1106,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.00671,math.PR,,False
1107,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.00743,q-bio.PE,,False
1108,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.01171,physics.soc-ph,,False
1109,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.01397,physics.soc-ph,,False
1110,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.01632,q-bio.PE,,False
1111,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.01850,nlin.AO,,False
1112,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.09955,q-fin.PR,,False
1113,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2408.11953,physics.optics,,False
1114,0.0300,0.0000,core-core,1607.07287,cond-mat.stat-mech,2505.15526,q-fin.GN,,False
1115,0.0300,0.0000,core-core,1612.08949,physics.soc-ph,2401.00625,cs.LG,,False
1116,0.0300,0.0000,core-core,1612.08949,physics.soc-ph,2401.00640,math.PR,,False
1117,0.0300,0.0000,core-core,1612.08949,physics.soc-ph,2401.00743,q-bio.PE,,False
1118,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2008.00245,cond-mat.stat-mech,,False
1119,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2012.11533,eess.SY,,False
1120,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00622,cs.LG,,False
1121,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00625,cs.LG,,False
1122,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00640,math.PR,,False
1123,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00651,cs.SI,,False
1124,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00664,math.OC,,False
1125,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00688,cs.SI,,False
1126,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00839,econ.TH,,False
1127,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2401.00940,econ.TH,,False
1128,0.0300,0.0000,core-core,1702.00718,q-bio.NC,2402.13378,econ.TH,,False
1129,0.0300,0.0000,core-core,1702.01718,math.AP,2401.00622,cs.LG,,False
1130,0.0300,0.0000,core-core,1702.01718,math.AP,2401.00625,cs.LG,,False
1131,0.0300,0.0000,core-core,1702.01718,math.AP,2401.00651,cs.SI,,False
1132,0.0300,0.0000,core-core,1702.01718,math.AP,2402.13378,econ.TH,,False
1133,0.0300,0.0000,core-core,1709.01726,physics.soc-ph,2401.00622,cs.LG,,False
1134,0.0300,0.0000,core-core,1709.01726,physics.soc-ph,2401.00640,math.PR,,False
1135,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00622,cs.LG,,False
1136,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00625,cs.LG,,False
1137,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00640,math.PR,,False
1138,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00651,cs.SI,,False
1139,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00664,math.OC,,False
1140,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00688,cs.SI,,False
1141,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2401.00743,q-bio.PE,,False
1142,0.0300,0.0000,core-core,1712.01032,physics.class-ph,2402.13378,econ.TH,,False
1143,0.0300,0.0000,core-core,1807.11410,nlin.AO,2401.00622,cs.LG,,False
1144,0.0300,0.0000,core-core,1807.11410,nlin.AO,2401.00625,cs.LG,,False
1145,0.0300,0.0000,core-core,1807.11410,nlin.AO,2401.00640,math.PR,,False
1146,0.0300,0.0000,core-core,2004.01025,cs.LG,2306.13252,physics.flu-dyn,,False
1147,0.0300,0.0000,core-core,2004.01025,cs.LG,2401.00640,math.PR,,False
1148,0.0300,0.0000,core-core,2004.01025,cs.LG,2401.00743,q-bio.PE,,False
1149,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2008.00245,cond-mat.stat-mech,,False
1150,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2401.00621,math.AP,,False
1151,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2401.00622,cs.LG,,False
1152,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2401.00623,math.AP,,False
1153,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2401.00640,math.PR,,False
1154,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2401.00664,math.OC,,False
1155,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2401.00948,cond-mat.stat-mech,,False
1156,0.0300,0.0000,core-core,2004.09314,q-bio.PE,2402.13378,econ.TH,,False
1157,0.0300,0.0000,core-core,2007.02182,quant-ph,2012.11533,eess.SY,,False
1158,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00622,cs.LG,,False
1159,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00625,cs.LG,,False
1160,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00640,math.PR,,False
1161,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00651,cs.SI,,False
1162,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00664,math.OC,,False
1163,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00688,cs.SI,,False
1164,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00839,econ.TH,,False
1165,0.0300,0.0000,core-core,2007.02182,quant-ph,2401.00940,econ.TH,,False
1166,0.0300,0.0000,core-core,2007.02182,quant-ph,2402.13378,econ.TH,,False
1167,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2203.16300,eess.SY,,False
1168,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2311.15996,cs.LG,,False
1169,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.00625,cs.LG,,False
1170,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.00670,eess.SY,,False
1171,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.00671,math.PR,,False
1172,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.01632,q-bio.PE,,False
1173,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2401.09955,q-fin.PR,,False
1174,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2408.11953,physics.optics,,False
1175,0.0300,0.0000,core-core,2008.00245,cond-mat.stat-mech,2505.15526,q-fin.GN,,False
1176,0.0300,0.0000,core-core,2012.11533,eess.SY,2306.13252,physics.flu-dyn,,False
1177,0.0300,0.0000,core-core,2012.11533,eess.SY,2401.00625,cs.LG,,False
1178,0.0300,0.0000,core-core,2012.11533,eess.SY,2401.00640,math.PR,,False
1179,0.0300,0.0000,core-core,2012.11533,eess.SY,2408.11953,physics.optics,,False
1180,0.0300,0.0000,core-core,2202.04557,cs.NE,2306.13252,physics.flu-dyn,,False
1181,0.0300,0.0000,core-core,2202.04557,cs.NE,2401.00640,math.PR,,False
1182,0.0300,0.0000,core-core,2203.16300,eess.SY,2401.00622,cs.LG,,False
1183,0.0300,0.0000,core-core,2203.16300,eess.SY,2401.00625,cs.LG,,False
